t,freq_hz,commanded_deg,measured_deg
4.12223,0.7732,17.251,0.1
4.23133,0.7771,19.152,0.2
4.25891,0.7924,15.961,0.1
4.36784,0.7963,12.628,0.1
4.39816,0.8115,-5.529,0.2
4.507,0.8158,-10.488,-0.1
4.53516,0.831,-19.991,0.2
4.64402,0.8349,-19.474,0.2
4.67487,0.8502,-6.389,0.1
4.78268,0.8545,-0.669,-0.2
4.81093,0.8696,16.821,0.2
4.92124,0.8735,19.119,0.2
4.94936,0.889,14.145,0.2
5.05568,0.8929,9.7,0.5
5.08593,0.9078,-10.676,-0.3
5.193,0.912,-15.298,0.2
5.22176,0.927,-18.399,-0.3
5.32957,0.9311,-15.267,0.1
5.36001,0.9461,5.288,0.2
5.47059,0.9504,11.16,0.1
5.49865,0.9659,19.544,0.1
5.60771,0.9698,17.356,0.1
5.63831,0.9851,-3.02,0.1
5.7462,0.9894,-9.465,0.2
5.7743,1.0045,-19.81,0.1
5.88163,1.0084,-17.938,0.9
5.91328,1.0234,2.444,0.2
6.02052,1.0279,9.424,-0.5
6.0497,1.0429,19.675,0.2
6.15857,1.047,17.287,0.1
6.18906,1.0622,-5.185,0.2
6.29454,1.0665,-11.807,0.1
6.32396,1.0812,-18.776,-0.3
6.43221,1.0854,-15.1,0.6
6.46105,1.1005,9.507,1.0
6.56931,1.1046,15.135,0.1
6.59996,1.1197,15.742,0.1
6.70691,1.124,9.804,0.1
6.73468,1.139,-15.342,0.1
6.84311,1.1429,-18.895,0.1
6.8737,1.158,-9.119,0.1
6.97994,1.1623,-1.314,0.1
7.01036,1.1772,19.57,0.1
7.11701,1.1815,19.585,0.1
7.14632,1.1964,-1.852,0.2
7.25376,1.2005,-9.548,-0.6
7.28249,1.2155,-18.237,0.1
7.39008,1.2196,-13.55,-0.1
7.42094,1.2346,14.055,0.1
7.52676,1.2389,18.781,0.1
7.55641,1.2538,7.738,-0.1
7.6641,1.2579,-0.666,0.1
7.69483,1.273,-19.984,0.2
7.8035,1.2773,-17.614,0.1
7.83365,1.2925,10.307,0.1
7.9398,1.2967,16.755,0.5
7.97014,1.3116,10.314,0.2
8.07736,1.3158,1.579,0.2
8.10651,1.3308,-20.0,0.2
8.21299,1.3349,-18.004,1.0
8.24174,1.3498,10.309,0.1
8.34953,1.3539,16.762,0.1
8.37938,1.3689,8.499,0.1
8.48655,1.3731,-0.749,0.1
8.51612,1.3881,-19.635,0.1
8.6231,1.3923,-15.667,0.1
8.65267,1.4072,14.988,0.1
8.76009,1.4114,19.441,-0.1
8.79053,1.4264,0.55,0.1
8.89864,1.4307,-9.248,0.1
8.92883,1.4458,-14.93,0.1
9.0361,1.45,-6.506,0.1
9.06553,1.4651,19.948,-0.5
9.17306,1.4692,18.149,0.2
9.20249,1.4842,-13.238,0.2
9.31119,1.4884,-18.889,0.2
9.34195,1.5036,0.017,0.1
9.45032,1.5079,10.359,0.1
9.47785,1.5231,12.41,0.1
9.58316,1.5269,3.51,0.1
9.61173,1.5416,-19.775,0.2
9.72061,1.5456,-15.694,0.1
9.75111,1.5609,17.706,0.1
9.85672,1.5652,19.941,0.1
9.8856,1.58,-8.883,0.1
9.99322,1.584,-16.805,0.2
10.02364,1.5991,-2.52,0.1
10.13219,1.6033,8.654,0.1
10.16051,1.6185,11.836,0.9
10.26986,1.6225,1.845,0.2
10.29824,1.6378,-18.096,0.1
10.40679,1.6418,-10.986,0.1
10.43744,1.657,19.984,0.7
10.54631,1.6613,16.929,0.1
10.5762,1.6765,-18.147,0.2
10.68488,1.6807,-19.749,0.1
10.7153,1.6959,13.761,0.2
10.8202,1.7001,19.589,0.5
10.85083,1.7148,-6.772,-0.2
10.95985,1.7191,-16.472,0.1
10.98801,1.7344,1.093,0.2
11.09607,1.7383,11.843,0.7
11.12663,1.7535,5.385,0.6
11.23631,1.7577,-7.104,0.1
11.26453,1.7731,-9.291,0.1
11.37281,1.777,2.205,0.2
11.40424,1.7922,13.462,0.2
11.51413,1.7966,1.388,0.2
11.54202,1.812,-15.128,0.1
11.64979,1.8159,-5.083,0.1
11.67905,1.831,17.49,0.2
11.7854,1.8351,8.293,0.1
11.81664,1.85,-18.919,0.6
11.92311,1.8543,-10.5,0.2
11.95196,1.8692,19.455,0.2
12.06022,1.8733,12.8,0.2
12.09005,1.8884,-19.753,0.1
12.19734,1.8926,-13.514,0.2
12.22906,1.9076,19.87,1.2
12.33722,1.9121,13.418,0.1
12.36763,1.9272,-19.72,0.1
12.47575,1.9315,-12.957,0.2
12.50396,1.9466,19.504,0.1
12.61003,1.9506,12.762,0.1
12.63799,1.9654,-19.547,0.1
12.74587,1.9693,-12.903,0.1
12.77631,1.9844,19.259,0.1
12.88571,1.9887,10.913,0.1
12.91488,2.004,-17.93,0.6
13.0211,2.0081,-8.024,-0.2
13.05119,2.023,16.802,0.1
13.1598,2.0272,5.313,0.2
13.18756,2.0424,-13.92,0.1
13.29628,2.0463,-1.836,-0.9
13.32687,2.0615,10.686,0.1
13.43489,2.0658,-3.796,1.3
13.46607,2.0809,-5.386,0.2
13.57441,2.0853,9.664,0.1
13.60447,2.1004,-1.531,0.2
13.71286,2.1046,-14.798,0.1
13.7427,2.1198,8.373,0.1
13.85238,2.124,18.566,0.2
13.88143,2.1393,-15.001,0.1
13.98824,2.1434,-19.995,0.2
14.0189,2.1584,18.676,0.1
14.12576,2.1627,18.195,0.6
14.15549,2.1776,-19.955,0.5
14.26495,2.1818,-13.284,0.2
14.29583,2.1971,16.769,0.1
14.40285,2.2014,3.573,0.1
14.43084,2.2164,-9.339,0.1
14.53536,2.2203,5.133,0.2
14.56349,2.235,1.749,0.2
14.66712,2.2389,-12.379,0.1
14.69736,2.2534,6.327,-0.2
14.80502,2.2576,18.174,0.2
14.83439,2.2727,-16.012,0.2
14.94329,2.2768,-19.744,0.1
14.97201,2.2921,19.999,0.1
15.08055,2.2961,13.95,0.1
15.11228,2.3113,-15.754,0.2
15.21868,2.3157,-0.484,0.2
15.24836,2.3306,3.837,0.2
15.35743,2.3348,-11.931,0.2
15.38461,2.35,10.81,-0.5
15.49153,2.3539,19.472,0.6
15.52172,2.3688,-18.9,0.2
15.63119,2.373,-17.286,0.1
15.65926,2.3884,17.322,0.2
15.76882,2.3923,4.739,0.2
15.79867,2.4076,-4.265,0.2
15.90641,2.4118,12.124,0.2
15.93437,2.4269,-12.104,0.2
16.03873,2.4308,-19.895,0.1
16.06919,2.4454,19.686,0.2
16.17519,2.4497,15.03,0.5
16.20458,2.4645,-15.05,0.1
16.31347,2.4687,0.456,-0.1
16.34122,2.4839,-2.632,0.2
16.45013,2.4878,-16.431,0.2
16.48083,2.503,17.834,0.1
16.58779,2.5073,17.941,0.1
16.61788,2.5223,-16.905,-0.9
16.72672,2.5265,-1.829,0.2
16.75698,2.5417,-1.919,0.3
16.86643,2.546,-17.096,0.2
16.89501,2.5613,19.043,0.2
17.0022,2.5653,16.81,0.2
17.03107,2.5803,-14.469,0.1
17.13986,2.5844,1.825,0.1
17.16979,2.5996,-6.98,0.1
17.27688,2.6038,-19.26,0.1
17.30538,2.6188,19.988,0.1
17.41482,2.6228,12.939,0.2
17.44378,2.6381,-7.139,0.1
17.55073,2.6421,10.606,0.2
17.57854,2.6571,-14.947,0.1
17.68751,2.661,-19.719,0.2
17.71714,2.6763,17.107,0.1
17.82627,2.6804,1.349,0.2
17.8545,2.6957,6.686,0.2
17.96091,2.6996,19.054,-0.7
17.98997,2.7145,-19.987,0.2
18.09827,2.7186,-10.956,0.1
18.12765,2.7338,2.929,0.2
18.23243,2.7379,-14.701,0.5
18.2602,2.7525,18.392,0.1
18.36822,2.7564,17.328,0.2
18.3985,2.7716,-10.839,0.9
18.50733,2.7758,8.59,0.2
18.53528,2.791,-16.522,0.6
18.64392,2.7949,-18.803,0.2
18.6731,2.8102,12.503,0.2
18.78334,2.8142,-6.272,0.2
18.81188,2.8297,16.246,0.2
18.92094,2.8337,18.731,0.1
18.94996,2.8489,-11.245,0.2
19.05794,2.853,7.864,-0.1
19.08729,2.8681,-16.927,1.4
19.19382,2.8722,-17.913,0.2
19.22348,2.8871,10.115,0.1
19.33161,2.8913,-9.735,0.2
19.36162,2.9064,18.415,0.1
19.47242,2.9106,15.82,0.2
19.50053,2.9261,-2.583,0.1
19.60822,2.9301,15.267,0.1
19.63645,2.9452,-20.0,0.2
19.74334,2.9491,-10.688,1.2
19.77398,2.9641,-2.626,-0.6
19.88114,2.9684,-18.882,0.1
19.91033,2.9834,18.457,-0.2
20.01823,2.9875,2.321,0.2
