t,freq_hz,commanded_deg,measured_deg
3.86577,0.737,-17.727,0.0
3.97533,0.7412,-14.97,0.0
4.00509,0.7566,0.953,0.0
4.11394,0.7607,5.794,0.4
4.1435,0.776,18.699,0.1
4.25114,0.7801,19.879,0.0
4.27925,0.7952,13.649,0.0
4.38663,0.7991,9.68,0.0
4.41751,0.8141,-8.671,0.0
4.52825,0.8185,-13.283,0.0
4.55695,0.834,-19.725,-0.2
4.66635,0.838,-18.167,-0.2
4.69447,0.8533,-2.278,-0.2
4.80542,0.8572,3.041,0.0
4.83446,0.8728,18.777,0.0
4.94364,0.8768,19.953,0.0
4.97188,0.8921,10.675,-0.2
5.08084,0.8961,5.552,-0.2
5.11152,0.9113,-14.61,0.0
5.21899,0.9156,-18.111,0.0
5.24823,0.9307,-15.632,-0.2
5.35862,0.9348,-11.147,0.0
5.38743,0.9502,10.918,-0.2
5.49663,0.9543,15.493,-0.2
5.52508,0.9695,17.572,0.1
5.63512,0.9735,13.797,0.0
5.66324,0.9889,-8.829,0.0
5.76957,0.9929,-13.949,0.0
5.79775,1.0077,-18.387,0.0
5.90792,1.0117,-14.953,-0.2
5.93476,1.0271,8.311,0.0
6.0455,1.0309,13.514,0.0
6.07378,1.0464,17.766,-0.4
6.18352,1.0503,13.726,-0.2
6.21456,1.0657,-10.702,-0.2
6.32231,1.07,-16.174,0.0
6.35156,1.0851,-15.365,0.0
6.46016,1.0892,-9.815,0.0
6.49009,1.1044,14.993,1.1
6.59852,1.1086,18.823,0.0
6.62869,1.1238,10.124,0.0
6.73702,1.128,2.835,0.0
6.7674,1.1432,-19.091,-0.4
6.87451,1.1474,-19.909,0.0
6.90486,1.1624,-1.1,0.4
7.01219,1.1667,6.875,0.0
7.04253,1.1817,19.477,0.9
7.15276,1.186,16.012,0.0
7.18337,1.2014,-11.074,0.0
7.29126,1.2057,-16.946,0.0
7.32108,1.2208,-11.642,-0.2
7.43009,1.225,-3.983,-0.2
7.46063,1.2402,19.52,0.0
7.56841,1.2445,19.524,0.0
7.59855,1.2596,-4.138,-0.2
7.7056,1.2638,-12.083,0.6
7.73624,1.2788,-15.887,-0.2
7.84352,1.2831,-8.934,-0.2
7.87426,1.2981,18.19,-0.2
7.98169,1.3024,19.988,0.0
8.01152,1.3174,-1.941,0.0
8.11968,1.3216,-10.539,0.4
8.15051,1.3368,-15.863,-0.2
8.25901,1.3411,-8.448,-0.6
8.28731,1.3563,19.083,0.8
8.3965,1.3602,19.797,-0.2
8.42673,1.3755,-6.134,0.0
8.53555,1.3798,-14.307,-0.2
8.56609,1.395,-11.027,0.0
8.67317,1.3993,-1.721,0.0
8.70352,1.4143,19.897,-0.2
8.80901,1.4185,16.467,-0.2
8.8382,1.4333,-14.21,0.0
8.94632,1.4374,-19.159,0.0
8.97681,1.4525,-0.681,0.0
9.08433,1.4568,9.321,0.0
9.1155,1.4718,14.527,0.0
9.22409,1.4762,5.439,0.0
9.25391,1.4914,-19.982,0.0
9.36199,1.4956,-16.898,0.0
9.3926,1.5107,15.663,0.0
9.50103,1.515,19.837,-0.2
9.53146,1.5302,-4.753,0.0
9.64155,1.5344,-14.166,-1.0
9.67114,1.5498,-7.037,0.4
9.77919,1.554,3.588,-0.2
9.80844,1.5691,16.568,-0.2
9.9158,1.5732,8.442,-0.2
9.94532,1.5882,-19.999,-0.2
10.05276,1.5924,-17.114,-0.2
10.08362,1.6074,16.811,0.5
10.19179,1.6117,19.998,-0.2
10.21997,1.6269,-9.72,-0.2
10.32674,1.6308,-17.337,-1.2
10.35739,1.6458,-0.575,0.2
10.46463,1.65,10.739,-0.2
10.49526,1.6651,9.157,-0.2
10.60436,1.6693,-2.539,0.0
10.63346,1.6846,-15.048,-0.2
10.74252,1.6887,-5.375,0.2
10.77193,1.704,18.821,0.0
10.87796,1.7081,11.821,0.0
10.9085,1.7229,-19.974,0.0
11.01942,1.7272,-16.804,0.8
11.04966,1.7427,19.168,-0.2
11.15806,1.747,18.886,0.5
11.18813,1.7621,-17.026,0.0
11.29573,1.7663,-19.941,-0.2
11.32614,1.7814,13.917,0.0
11.43305,1.7857,19.75,-0.2
11.46242,1.8006,-10.386,0.0
11.57056,1.8047,-18.448,-0.2
11.59899,1.8199,7.037,0.6
11.70801,1.8239,16.552,0.0
11.73676,1.8391,-4.071,0.1
11.84477,1.8432,-14.821,0.2
11.87629,1.8583,1.387,0.1
11.98539,1.8627,13.869,-0.2
12.0163,1.878,-1.037,0.0
12.1229,1.8823,-13.536,-0.2
12.15265,1.8972,-0.019,0.0
12.26116,1.9014,12.454,0.0
12.29233,1.9166,0.05,-0.2
12.40097,1.9209,-13.023,0.4
12.42953,1.9361,1.275,-0.2
12.53734,1.9401,13.251,0.1
12.56809,1.9552,-1.706,0.1
12.67471,1.9595,-14.393,-0.2
12.70609,1.9745,3.23,-0.2
12.81432,1.9789,15.711,0.0
12.84397,1.994,-6.416,-0.3
12.95212,1.9982,-17.184,0.0
12.98206,2.0133,9.262,0.0
13.09165,2.0175,18.657,0.0
13.1203,2.0328,-13.062,0.0
13.22817,2.0368,-19.737,0.0
13.25871,2.052,15.706,-1.0
13.36666,2.0562,19.934,0.0
13.39725,2.0713,-18.454,0.0
13.50534,2.0756,-18.7,0.0
13.5353,2.0908,19.931,-0.2
13.6447,2.095,15.721,-0.2
13.67812,2.1103,-19.232,-0.2
13.78583,2.1149,-8.671,-0.2
13.81374,2.13,15.065,0.0
13.92509,2.1339,2.79,-0.2
13.95443,2.1495,-8.246,-0.2
14.06301,2.1536,6.52,0.0
14.09262,2.1688,-0.064,0.0
14.20276,2.173,-13.964,-0.2
14.23031,2.1884,9.796,0.5
14.33589,2.1923,18.884,0.0
14.36641,2.207,-15.404,-0.2
14.47484,2.2113,-19.863,-0.2
14.50403,2.2265,19.813,0.0
14.61407,2.2306,15.999,-0.2
14.64188,2.246,-17.939,0.0
14.75146,2.2499,-7.075,-0.2
14.7808,2.2652,10.131,-1.4
14.88826,2.2693,-5.284,0.0
14.9191,2.2844,1.306,0.0
15.02859,2.2887,15.821,0.6
15.05811,2.304,-14.242,0.0
15.1683,2.3081,-19.984,-0.2
15.19616,2.3236,19.99,-0.2
15.30451,2.3275,14.681,0.0
15.335,2.3426,-15.951,-0.3
15.4432,2.3469,-1.264,-0.2
15.47149,2.3621,2.77,0.2
15.58127,2.366,-12.353,0.0
15.6095,2.3814,12.306,-0.2
15.71709,2.3853,19.899,-0.6
15.74675,2.4004,-19.798,0.0
15.85562,2.4046,-15.078,0.0
15.88362,2.4198,14.79,-0.2
15.99184,2.4237,0.313,0.0
16.02254,2.4389,0.274,0.5
16.13011,2.4432,15.873,0.0
16.16088,2.4582,-16.301,0.0
16.26983,2.4625,-19.14,-0.2
16.29799,2.4778,18.438,0.0
16.40656,2.4818,6.376,0.0
16.43727,2.4969,-4.23,0.0
16.54443,2.5012,13.081,0.0
16.57478,2.5162,-14.56,0.8
16.68242,2.5205,-19.723,0.0
16.71261,2.5356,19.045,0.0
16.82052,2.5398,6.606,0.0
16.84928,2.5549,-3.187,0.0
16.95785,2.5589,13.308,0.0
16.9882,2.5741,-16.285,0.0
17.09602,2.5784,-18.95,0.0
17.12646,2.5934,17.034,0.0
17.23567,2.5977,1.301,-0.2
17.26384,2.613,4.611,0.0
17.37149,2.6169,18.027,0.0
17.40181,2.632,-19.695,0.0
17.50857,2.6363,-14.078,-0.4
17.53902,2.6512,9.744,1.2
17.64754,2.6555,-9.022,0.0
17.67831,2.6707,14.653,0.4
17.78583,2.675,19.397,0.0
17.81576,2.69,-16.584,0.0
17.92335,2.6942,-0.046,-0.2
17.95402,2.7093,-7.297,0.5
18.06313,2.7136,-19.641,-0.2
18.09383,2.7288,19.319,-0.6
18.20093,2.7331,5.793,0.0
18.2311,2.7481,2.378,-0.4
18.34108,2.7524,18.027,0.0
18.36925,2.7678,-19.922,-1.1
18.47767,2.7717,-10.258,-0.2
18.50817,2.7869,0.587,0.6
18.61705,2.7912,-16.834,0.0
18.64776,2.8064,19.997,-0.7
18.75326,2.8107,10.346,0.0
18.78491,2.8255,-1.648,-0.2
18.89453,2.8299,16.861,-0.2
18.92365,2.8452,-19.963,0.0
19.03122,2.8493,-9.677,0.0
19.06021,2.8644,-1.616,0.0
19.16725,2.8684,-17.717,0.0
19.19647,2.8834,19.881,0.0
19.30415,2.8875,8.493,-0.2
19.33388,2.9026,4.017,-0.6
19.44211,2.9068,18.981,0.1
19.47241,2.9219,-18.679,0.1
19.58149,2.9261,-2.592,0.0
19.61177,2.9414,-11.492,0.0
19.71993,2.9457,-19.846,0.0
19.74865,2.9608,13.036,0.0
19.85631,2.9648,-6.342,0.0
19.88696,2.9799,17.516,-0.3
19.99726,2.9842,16.441,0.0
20.02514,2.9996,-1.946,0.0
