t,freq_hz,commanded_deg,measured_deg
6.00136,1.025,5.005,-5.6
6.02943,1.0402,19.979,-5.4
6.13762,1.0441,19.188,-5.6
6.16823,1.0593,-0.183,-5.7
6.27402,1.0636,-7.407,-5.4
6.30436,1.0784,-19.902,-5.7
6.41068,1.0826,-17.797,-4.9
6.44037,1.0975,4.462,-5.6
6.54826,1.1017,11.257,-5.6
6.57633,1.1168,18.459,-5.6
6.68568,1.1207,14.569,-5.7
6.71397,1.136,-11.247,-5.6
6.8228,1.14,-16.457,-5.6
6.85115,1.1552,-13.531,-5.7
6.95819,1.1592,-7.137,-5.7
6.98721,1.1742,17.526,-5.7
7.09638,1.1782,19.881,-5.1
7.12417,1.1935,3.803,-5.6
7.2306,1.1974,-3.801,-5.6
7.26109,1.2123,-19.904,-5.1
7.36944,1.2166,-17.302,-5.6
7.39838,1.2317,9.326,-5.7
7.50732,1.2358,15.633,-5.6
7.53772,1.251,12.559,-5.6
7.64631,1.2553,4.729,-5.7
7.67566,1.2705,-19.509,-5.6
7.78301,1.2746,-19.56,-5.4
7.81096,1.2896,4.642,-5.6
7.91961,1.2935,12.143,-5.6
7.94756,1.3088,15.013,-5.6
8.05606,1.3127,8.228,-5.6
8.08629,1.3279,-18.916,-5.6
8.19491,1.3321,-19.814,-5.6
8.22386,1.3473,5.098,-5.6
8.33234,1.3513,13.07,-4.9
8.36071,1.3665,13.079,-5.6
8.46888,1.3705,5.162,-5.6
8.49868,1.3857,-19.911,-5.6
8.60653,1.3898,-18.515,-5.6
8.63471,1.4049,10.887,-5.6
8.74177,1.4089,17.228,-5.6
8.77239,1.4239,6.522,-5.6
8.88301,1.4281,-3.535,-5.6
8.91193,1.4436,-17.884,-5.6
9.02014,1.4477,-11.579,-5.6
9.05099,1.4628,18.818,-5.6
9.15543,1.4671,19.664,-5.6
9.18515,1.4818,-8.096,-5.6
9.29235,1.4859,-16.075,-5.6
9.32041,1.5009,-6.494,-5.4
9.42863,1.5049,3.252,-5.6
9.45911,1.52,17.42,-5.6
9.56677,1.5243,9.812,-5.6
9.59495,1.5394,-19.787,-5.6
9.70364,1.5433,-18.689,-5.6
9.73153,1.5585,13.993,-5.4
9.84013,1.5624,19.199,-5.6
9.87015,1.5776,-3.019,-5.6
9.97874,1.5818,-13.03,-5.0
10.0092,1.597,-7.777,-5.6
10.11545,1.6013,3.475,-5.6
10.14611,1.6162,16.296,-5.6
10.25545,1.6205,7.186,-5.6
10.28458,1.6358,-19.742,-5.6
10.39339,1.6398,-14.986,-5.7
10.4223,1.6551,19.099,-5.6
10.53033,1.6591,19.307,-5.7
10.55868,1.6743,-14.632,-5.7
10.66563,1.6782,-19.643,-6.2
10.69368,1.6932,7.261,-5.6
10.80239,1.6971,16.071,-5.6
10.829,1.7123,0.317,-5.6
10.93694,1.7161,-10.005,-5.7
10.96747,1.7312,-8.073,-5.6
11.07786,1.7355,4.194,-5.6
11.1058,1.7509,12.119,-5.6
11.21241,1.7548,1.42,-5.4
11.24225,1.7698,-16.659,-5.6
11.3493,1.7739,-7.009,-5.6
11.38064,1.7889,18.899,-5.6
11.48664,1.7933,10.829,-5.6
11.51464,1.8081,-19.849,-5.6
11.62212,1.8121,-14.976,-6.9
11.6522,1.8271,19.91,-4.2
11.76069,1.8313,16.957,-6.2
11.79112,1.8465,-19.552,-5.6
11.89907,1.8508,-17.955,-5.6
11.92719,1.8659,19.116,-5.6
12.03182,1.8698,18.956,-5.6
12.06194,1.8845,-17.74,-5.6
12.16878,1.8887,-19.616,-5.6
12.19708,1.9036,17.227,-6.1
12.30401,1.9076,19.882,-5.6
12.33361,1.9226,-16.574,-5.6
12.44198,1.9267,-19.928,-5.6
12.47219,1.9419,16.952,-5.7
12.58202,1.9461,19.802,-5.6
12.6115,1.9615,-18.077,-5.6
12.72171,1.9656,-19.387,-5.6
12.7505,1.981,19.115,-4.5
12.85707,1.9851,18.555,-5.6
12.8841,2.0,-19.501,-5.6
12.98917,2.0038,-18.25,-5.7
13.01918,2.0185,19.614,-5.6
13.12812,2.0227,17.282,-5.6
13.15866,2.0379,-19.992,-5.6
13.26597,2.0422,-14.319,-5.6
13.29711,2.0572,19.326,-5.6
13.4026,2.0616,10.34,-5.7
13.43248,2.0764,-17.592,-5.6
13.54133,2.0806,-6.533,-5.6
13.56946,2.0958,13.693,-5.7
13.67738,2.0997,0.956,-5.6
13.70521,2.1148,-9.006,-5.6
13.8152,2.1187,4.712,-5.6
13.84337,2.1341,2.057,-5.7
13.95186,2.1381,-11.589,-5.6
13.97926,2.1533,5.254,-5.6
14.08879,2.1571,16.532,-5.6
14.11666,2.1724,-12.474,-5.6
14.22578,2.1763,-19.707,-5.6
14.25321,2.1916,17.97,-5.6
14.36287,2.1955,19.293,-5.7
14.39059,2.2108,-19.995,-5.1
14.49753,2.2147,-14.509,-5.8
14.5279,2.2297,17.834,-5.6
14.63528,2.2339,5.686,-5.6
14.66366,2.2489,-10.281,-5.6
14.77219,2.2529,4.503,-5.4
14.80262,2.2681,-0.64,-5.6
14.90905,2.2724,-15.179,-5.6
14.93971,2.2873,11.884,-5.6
15.04818,2.2916,19.917,-5.6
15.07784,2.3068,-19.449,-6.2
15.18534,2.3109,-16.646,-5.6
15.21603,2.326,18.067,-5.6
15.3241,2.3303,5.294,-5.6
15.35106,2.3454,-7.255,-5.7
15.45877,2.3492,7.599,-5.6
15.48914,2.3642,-5.975,-4.6
15.59756,2.3685,-18.401,-5.7
15.62476,2.3837,18.073,-5.7
15.73509,2.3875,18.865,-5.6
15.76265,2.4029,-18.581,-5.0
15.87234,2.4068,-7.67,-5.7
15.90045,2.4221,6.758,-5.7
16.01026,2.4261,-9.158,-5.6
16.03587,2.4414,10.547,-6.1
16.1421,2.445,19.317,-5.6
16.17162,2.4599,-19.312,-5.6
16.28067,2.464,-16.357,-5.6
16.30882,2.4793,15.011,-5.6
16.41623,2.4832,0.139,-5.0
16.44529,2.4983,1.575,-5.3
16.55244,2.5023,16.329,-5.6
16.58303,2.5173,-17.426,-5.6
16.69161,2.5216,-18.283,-5.6
16.72252,2.5368,16.62,-5.6
16.83105,2.5412,0.668,-6.0
16.86002,2.5564,3.305,-5.6
16.96754,2.5604,17.445,-4.3
16.99566,2.5755,-19.008,-5.6
17.10282,2.5794,-16.968,-5.6
17.13224,2.5944,14.422,-5.6
17.24056,2.5985,-2.365,-6.2
17.26978,2.6137,7.565,-5.6
17.37521,2.6178,19.327,-5.7
17.4049,2.6325,-19.969,-4.7
17.51565,2.6367,-12.592,-4.7
17.54366,2.6522,5.547,-5.7
17.65128,2.6561,-11.608,-5.8
17.67911,2.6712,16.18,-5.6
17.78581,2.6751,19.265,-5.7
17.81428,2.69,-16.589,-5.6
17.921,2.694,-1.005,-5.6
17.95087,2.709,-5.858,-5.6
18.05881,2.7131,-19.139,-5.6
18.0893,2.7282,19.858,-5.6
18.19709,2.7325,8.602,-5.6
18.30228,2.7476,-0.207,-5.6
18.33302,2.7623,-7.014,-5.6
18.43798,2.7666,-19.67,-5.7
18.46776,2.7813,19.594,-5.3
18.57464,2.7855,7.139,-6.0
18.60266,2.8005,2.221,-5.6
18.71211,2.8044,17.48,-5.6
18.73995,2.8197,-19.937,-5.7
18.84844,2.8236,-10.274,-5.6
18.87643,2.8388,-0.872,-4.7
18.98621,2.8427,-16.909,-5.6
19.01424,2.8581,19.92,-5.6
19.12247,2.862,9.766,-5.6
19.15184,2.8772,2.307,-4.6
19.26065,2.8813,18.186,-5.6
19.28943,2.8965,-19.415,-5.6
19.39559,2.9005,-6.227,-4.3
19.42363,2.9154,-5.681,-5.6
19.53226,2.9193,-19.166,-5.3
19.56043,2.9345,18.203,-5.8
19.66869,2.9385,2.767,-5.6
19.69627,2.9536,11.156,-5.6
19.80266,2.9575,19.999,-6.2
19.83333,2.9724,-15.304,-5.4
19.9427,2.9767,4.693,-5.6
19.97087,2.992,-17.432,-5.7
20.07867,2.9959,-17.43,-5.7
