t,freq_hz,commanded_deg,measured_deg
5.65292,0.9769,9.456,0.5
5.68084,0.9914,-12.201,0.3
5.78582,0.9953,-16.493,1.5
5.81269,1.01,-16.619,0.5
5.9183,1.0138,-12.466,0.3
5.94646,1.0286,10.451,0.3
6.05405,1.0325,15.399,0.5
6.08017,1.0476,16.741,0.5
6.18514,1.0512,12.581,0.3
6.21322,1.0659,-11.032,0.5
6.31849,1.0699,-15.979,0.3
6.34658,1.0846,-15.952,0.3
6.45306,1.0885,-10.877,0.3
6.47844,1.1034,13.744,0.1
6.58238,1.107,17.622,0.5
6.60988,1.1215,13.465,0.3
6.7146,1.1254,7.512,0.3
6.74238,1.14,-16.543,1.1
6.84819,1.1439,-19.459,0.3
6.87497,1.1588,-7.899,0.3
6.98074,1.1625,-0.984,0.6
7.00854,1.1773,19.61,0.3
7.11451,1.1812,19.68,0.3
7.14012,1.196,-1.164,0.3
7.24502,1.1996,-7.999,0.3
7.27326,1.2143,-19.104,0.5
7.38025,1.2183,-15.336,0.5
7.40562,1.2332,11.933,-0.3
7.51152,1.2368,16.834,0.3
7.53744,1.2516,11.581,0.5
7.64319,1.2553,4.794,0.5
7.67107,1.2701,-19.284,1.1
7.77667,1.274,-19.798,0.7
7.80375,1.2887,2.783,0.5
7.90997,1.2925,10.365,0.3
7.93593,1.3074,16.776,0.3
8.0426,1.311,11.3,0.5
8.06935,1.326,-17.177,0.1
8.175,1.3297,-19.844,0.3
8.20043,1.3445,-1.063,0.3
8.30461,1.3481,6.751,0.5
8.33163,1.3627,18.281,0.3
8.43759,1.3664,13.243,0.3
8.46542,1.3813,-16.519,0.3
8.57131,1.3852,-19.775,0.3
8.5969,1.4,-0.016,1.4
8.7033,1.4036,8.109,0.3
8.7313,1.4185,16.508,0.5
8.83743,1.4224,9.705,0.1
8.86537,1.4372,-19.086,1.3
8.97055,1.4412,-19.724,0.5
8.99659,1.4559,7.388,0.3
9.10166,1.4595,14.658,0.3
9.13002,1.4742,9.848,0.3
9.23493,1.4782,0.478,-0.5
9.26145,1.4929,-19.464,0.3
9.36736,1.4966,-15.334,1.5
9.39306,1.5114,16.785,0.2
9.49794,1.515,19.856,0.3
9.52607,1.5297,-3.661,0.3
9.63089,1.5337,-12.726,0.3
9.65933,1.5483,-10.512,0.5
9.76456,1.5523,-0.698,1.1
9.79272,1.567,18.957,0.3
9.89901,1.571,13.295,0.6
9.92449,1.5859,-18.966,0.3
10.03008,1.5894,-19.765,0.3
10.05662,1.6042,10.774,0.3
10.16297,1.6079,17.557,0.5
10.18834,1.6228,0.902,0.3
10.29199,1.6264,-8.527,0.3
10.31873,1.6409,-12.935,0.3
10.42355,1.6446,-3.676,0.3
10.45162,1.6593,19.172,0.3
10.55537,1.6632,13.356,0.2
10.5828,1.6778,-19.355,0.2
10.68914,1.6816,-19.162,0.3
10.71733,1.6965,14.932,0.5
10.82363,1.7004,19.737,0.3
10.85187,1.7153,-8.068,0.3
10.95778,1.7193,-16.707,0.3
10.9833,1.7341,0.242,0.3
11.08859,1.7377,10.22,0.3
11.11621,1.7524,8.302,0.2
11.22215,1.7563,-2.931,0.3
11.25026,1.7711,-14.078,0.3
11.35355,1.775,-3.773,0.5
11.38181,1.7895,18.234,1.4
11.4863,1.7935,10.396,0.6
11.51388,1.8081,-19.866,0.3
11.61935,1.812,-15.194,0.3
11.6449,1.8267,19.761,0.3
11.75037,1.8303,18.42,1.0
11.7761,1.8451,-18.111,0.5
11.8815,1.8487,-19.84,0.5
11.90882,1.8634,15.432,0.3
12.01641,1.8672,19.931,0.5
12.04199,1.8823,-13.565,0.3
12.14674,1.8859,-19.37,0.6
12.17219,1.9006,10.243,0.3
12.27858,1.9041,17.95,-0.3
12.30456,1.919,-7.697,0.3
12.40939,1.9226,-16.713,1.7
12.44109,1.9373,5.11,0.5
12.54576,1.9418,16.736,0.3
12.57236,1.9564,-5.567,0.3
12.67852,1.9601,-15.711,0.5
12.70664,1.975,4.993,0.3
12.81025,1.9789,15.859,0.3
12.83803,1.9934,-4.571,0.3
12.94317,1.9973,-15.563,0.9
12.96983,2.0121,5.272,0.3
13.07578,2.0158,15.759,0.1
13.10409,2.0306,-6.434,0.3
13.21026,2.0346,-16.993,0.2
13.23648,2.0494,8.944,1.1
13.34349,2.0531,17.882,0.3
13.37059,2.0681,-11.32,0.3
13.47774,2.0719,-19.118,0.3
13.50499,2.0869,14.289,0.5
13.60906,2.0907,19.913,0.5
13.63656,2.1053,-16.249,0.3
13.74198,2.1091,-19.949,0.3
13.76838,2.1239,18.428,0.5
13.87297,2.1276,19.259,0.3
13.90053,2.1422,-19.625,0.5
14.01231,2.1461,-17.416,0.5
14.03809,2.1617,19.337,0.5
14.14377,2.1653,12.004,0.3
14.17087,2.1801,-17.187,-0.2
14.2743,2.1839,-6.381,0.3
14.30005,2.1984,13.602,0.3
14.40562,2.202,1.359,0.3
14.43284,2.2168,-8.001,0.3
14.53838,2.2206,6.15,0.3
14.56656,2.2354,0.124,0.3
14.67172,2.2393,-13.639,0.3
14.69787,2.2541,8.635,0.1
14.80402,2.2577,18.286,0.5
14.82933,2.2726,-15.667,0.3
14.93325,2.2761,-19.996,-0.2
14.96133,2.2907,19.28,0.2
15.06597,2.2946,17.511,0.3
15.09412,2.3092,-19.334,0.3
15.19982,2.3132,-10.118,-0.7
15.22795,2.328,13.223,0.3
15.33362,2.3319,-1.319,0.3
15.35875,2.3467,-2.039,0.9
15.46565,2.3502,11.424,0.3
15.4923,2.3652,-9.661,0.3
15.59693,2.3689,-19.032,1.4
15.6232,2.3836,17.918,0.3
15.72961,2.3873,19.143,0.9
15.75622,2.4022,-19.515,0.3
15.86085,2.4059,-10.957,0.3
15.88891,2.4205,12.581,0.3
15.99407,2.4245,-2.77,0.3
16.02094,2.4392,1.581,0.1
16.12509,2.4429,15.284,-0.1
16.15331,2.4575,-14.407,0.3
16.25724,2.4615,-19.951,0.3
16.28547,2.476,19.995,0.3
16.39388,2.48,12.975,-0.7
16.41824,2.4952,-11.2,0.5
16.52491,2.4986,2.774,0.3
16.55313,2.5135,-4.422,0.3
16.65841,2.5174,-17.629,0.3
16.68622,2.5322,18.22,0.5
16.79384,2.5361,18.219,0.2
16.81825,2.5511,-16.632,0.2
16.92684,2.5546,-4.56,0.3
16.95211,2.5698,0.244,0.5
17.0561,2.5733,-13.964,0.7
17.08429,2.5879,15.333,0.3
17.18995,2.5918,19.662,0.3
17.21815,2.6066,-18.708,0.3
17.3224,2.6105,-6.309,0.3
17.35173,2.6251,3.253,-0.2
17.45478,2.6293,-13.905,0.3
17.48285,2.6437,15.82,0.3
17.58837,2.6476,19.435,0.3
17.61536,2.6624,-17.697,0.5
17.72151,2.6662,-4.303,0.3
17.74703,2.681,-1.483,0.3
17.853,2.6846,-15.702,0.5
17.87892,2.6994,18.737,-0.2
17.98184,2.7031,17.655,0.2
18.00987,2.7175,-14.983,0.3
18.11575,2.7214,1.514,0.3
18.14278,2.7362,-8.378,-0.3
18.24773,2.74,-19.42,0.3
18.27589,2.7547,19.884,0.3
18.38104,2.7586,9.998,0.3
18.40665,2.7734,-2.843,0.3
18.5109,2.7769,13.164,0.3
18.53784,2.7915,-17.761,0.3
18.6438,2.7953,-18.144,0.3
18.66904,2.8101,12.558,0.3
18.77456,2.8137,-3.58,0.3
18.80232,2.8284,12.066,0.3
18.90754,2.8323,19.992,0.3
18.93478,2.8471,-17.455,0.3
19.04026,2.8509,-2.355,0.3
19.06815,2.8656,-7.682,0.3
19.17428,2.8695,-19.573,0.3
19.20173,2.8844,18.748,0.5
19.30883,2.8883,5.009,0.3
19.33572,2.9032,7.178,0.5
19.44097,2.907,19.346,0.3
19.46926,2.9217,-18.946,0.3
19.57746,2.9257,-4.782,0.3
19.60443,2.9409,-9.045,0.5
19.71083,2.9446,-19.808,0.3
19.73576,2.9595,17.221,0.3
19.83975,2.963,2.828,0.1
19.8681,2.9776,9.038,0.3
19.97425,2.9815,19.94,0.2
20.00242,2.9964,-16.097,0.5
