t,freq_hz,commanded_deg,measured_deg
19.06611,2.8652,-5.821,-0.8
19.17109,2.8693,-19.237,-0.8
19.19929,2.884,19.41,-0.8
19.30362,2.8879,6.66,-0.8
19.33265,2.9025,3.655,-0.4
19.43912,2.9066,18.69,0.0
19.46705,2.9215,-19.332,-1.0
19.57272,2.9254,-6.319,-0.8
19.60093,2.9402,-5.905,-1.0
19.70602,2.9441,-19.308,-0.8
19.73394,2.9588,18.718,-0.8
19.83964,2.9628,4.129,0.0
19.8665,2.9776,8.956,-0.8
19.9714,2.9813,19.82,-0.7
19.99955,2.996,-17.243,-0.7
20.1057,2.9999,-0.297,-0.7
