t,freq_hz,commanded_deg,measured_deg
7.81356,1.29,5.33,0.2
7.91982,1.2939,12.758,0.3
7.94748,1.3088,14.971,0.2
8.05282,1.3127,8.244,0.4
8.0805,1.3274,-18.569,0.0
8.18351,1.3313,-19.978,0.2
8.21121,1.3457,1.595,0.2
8.3159,1.3496,9.829,1.0
8.34397,1.3642,16.545,1.0
8.45173,1.3682,10.068,0.3
8.47737,1.3833,-18.639,0.3
8.58346,1.3868,-19.982,0.3
8.60832,1.4017,3.956,0.4
8.71546,1.4052,11.38,0.2
8.74379,1.4202,13.912,0.2
8.85044,1.4241,5.887,0.0
8.87887,1.4391,-19.928,0.2
8.98451,1.443,-18.468,0.3
9.01315,1.4578,11.562,0.2
9.11759,1.4618,17.873,0.8
9.14564,1.4765,4.739,0.3
9.25089,1.4804,-4.88,0.2
9.27675,1.4951,-17.442,0.2
9.3833,1.4987,-11.391,0.3
9.41115,1.5137,19.144,0.0
9.51542,1.5176,19.594,0.2
9.54324,1.5322,-9.554,0.0
9.64812,1.5361,-16.82,0.2
9.67461,1.5507,-4.759,0.3
9.78052,1.5544,4.82,0.2
9.80859,1.5693,16.3,0.3
9.91658,1.5732,8.405,0.2
9.94364,1.5883,-20.0,0.3
10.04989,1.5921,-17.435,0.2
10.07791,1.607,16.192,0.2
10.18314,1.6109,19.909,0.2
10.21043,1.6256,-6.693,0.3
10.31586,1.6295,-15.22,0.3
10.34195,1.6442,-4.768,0.3
10.44838,1.6479,5.256,0.2
10.47498,1.6628,14.284,0.2
10.57929,1.6665,5.37,0.3
10.60698,1.6811,-19.519,0.3
10.71393,1.685,-14.346,0.0
10.74049,1.7,19.472,0.6
10.84655,1.7037,19.085,0.2
10.87356,1.7185,-15.416,0.3
10.97958,1.7223,-19.803,0.2
11.00662,1.7371,8.878,0.2
11.11092,1.7409,17.015,-0.4
11.13664,1.7555,-0.725,0.2
11.24178,1.7591,-10.824,0.2
11.2707,1.7739,-7.194,0.7
11.37665,1.7779,4.762,-0.1
11.40465,1.7927,12.218,0.2
11.50942,1.7967,1.218,0.3
11.5375,1.8113,-16.364,0.2
11.64626,1.8153,-6.935,0.2
11.67087,1.8305,18.184,0.2
11.77623,1.8339,11.384,0.3
11.80336,1.8487,-19.832,0.2
11.90759,1.8525,-14.95,0.2
11.93459,1.8671,19.878,0.3
12.04069,1.8708,17.655,0.3
12.06806,1.8857,-19.218,0.2
12.17335,1.8895,-18.897,0.2
12.2024,1.9043,18.177,0.2
12.30712,1.9083,19.474,0.3
12.33471,1.923,-17.323,-0.2
12.44194,1.9269,-19.878,0.3
12.46717,1.9419,16.937,-0.1
12.57271,1.9454,19.994,0.4
12.59793,1.9602,-15.793,0.0
12.7029,1.9637,-19.95,0.2
12.72973,1.9784,14.721,0.3
12.83435,1.9822,19.88,0.3
12.86024,1.9968,-14.398,0.3
12.96595,2.0004,-19.777,0.4
12.99385,2.0152,14.539,0.3
13.09991,2.0192,19.931,0.3
13.12578,2.034,-15.815,0.2
13.23233,2.0376,-19.991,0.2
13.25986,2.0525,16.897,0.2
13.36596,2.0564,19.879,0.0
13.39252,2.0712,-18.312,0.2
13.49818,2.075,-19.404,-0.8
13.52598,2.0897,19.303,0.4
13.63172,2.0936,18.171,0.3
13.65813,2.1084,-19.974,0.2
13.76379,2.1121,-16.323,0.2
13.79058,2.1269,19.756,1.0
13.89891,2.1307,13.369,0.2
13.92429,2.1459,-17.812,0.2
14.03158,2.1494,-8.623,0.2
14.05684,2.1644,14.548,0.2
14.16328,2.168,3.16,0.2
14.18779,2.1829,-9.996,0.3
14.29193,2.1863,2.36,0.2
14.31987,2.2009,5.593,-0.5
14.42583,2.2048,-8.778,0.0
14.45378,2.2196,2.509,0.2
14.56018,2.2235,15.298,0.2
14.58845,2.2384,-10.939,0.3
14.69541,2.2424,-19.464,0.2
14.72082,2.2574,17.702,0.2
14.82706,2.2609,19.579,0.2
14.85248,2.2758,-19.984,-0.8
14.95535,2.2794,-15.872,0.0
14.98402,2.2938,18.861,0.0
15.08787,2.2978,8.534,0.0
15.11463,2.3123,-12.944,0.2
15.22115,2.3161,0.803,0.8
15.24654,2.331,2.499,0.3
15.3525,2.3345,-11.079,0.2
15.38011,2.3494,8.37,0.2
15.4869,2.3532,18.729,0.2
15.515,2.3682,-17.871,0.2
15.61883,2.3721,-18.885,0.2
15.64683,2.3866,19.719,0.2
15.75467,2.3906,11.261,0.3
15.78012,2.4057,-11.703,-0.5
15.88575,2.4092,2.248,0.2
15.91291,2.424,-0.932,0.2
16.01815,2.4278,-14.906,0.3
16.04635,2.4426,14.171,-0.1
16.15354,2.4465,19.977,0.3
16.18068,2.4615,-19.941,0.0
16.28681,2.4653,-12.7,0.2
16.31411,2.4802,12.346,0.2
16.42077,2.484,-3.021,0.2
16.4475,2.4989,4.267,0.0
16.55189,2.5027,17.062,-0.5
16.57882,2.5173,-17.265,-0.1
16.68446,2.521,-19.168,0.3
16.71084,2.5358,18.633,0.2
16.82012,2.5395,7.625,0.3
16.84511,2.5548,-3.39,0.2
16.94929,2.5583,11.276,0.3
16.97725,2.5729,-12.669,0.3
17.08339,2.5768,-19.998,0.2
17.10881,2.5917,19.755,0.2
17.21461,2.5952,11.594,0.2
17.24094,2.6101,-8.368,0.3
17.34442,2.6137,7.763,0.3
17.37252,2.6282,-10.206,0.2
17.47909,2.6322,-19.798,0.6
17.50695,2.6471,19.862,0.3
17.61417,2.651,10.642,0.2
17.63983,2.666,-5.045,0.0
17.74335,2.6696,10.844,0.0
17.77146,2.6841,-14.109,0.7
17.87673,2.688,-19.843,0.2
17.90219,2.7028,18.276,0.3
18.00583,2.7063,6.297,0.0
18.03379,2.7208,-1.14,0.2
18.13897,2.7247,15.207,0.2
18.16718,2.7395,-18.653,-0.1
18.27425,2.7434,-16.868,0.0
18.3,2.7584,10.916,0.2
18.40304,2.762,-5.575,-0.2
18.43065,2.7764,11.242,0.2
18.53568,2.7803,19.98,0.2
18.56146,2.795,-18.707,0.0
18.66644,2.7986,-6.598,0.2
18.69465,2.8133,-1.828,0.3
18.79793,2.8173,-17.401,0.3
18.82584,2.8317,19.851,0.7
18.93175,2.8356,13.4,0.7
18.96116,2.8505,-4.45,0.2
19.06466,2.8546,14.244,0.3
19.09285,2.8691,-18.936,0.3
19.20064,2.873,-15.868,0.2
19.22592,2.8881,5.779,0.3
19.33105,2.8916,-11.172,-0.5
19.35727,2.9064,18.258,0.3
19.4641,2.91,17.513,0.2
19.49222,2.925,-8.272,-0.4
19.59596,2.9289,10.841,0.3
19.62386,2.9434,-18.077,-0.8
19.72852,2.9474,-16.98,-0.5
19.75428,2.962,7.825,0.2
19.8586,2.9656,-10.033,0.8
19.88654,2.9802,18.25,0.0
19.99302,2.9841,16.614,-0.4
20.0188,2.999,-4.994,0.2
